Transaction Date,Buyer First Name,Buyer Last Name,Gender,Buyer Location,Buyer Date of Birth,Payment Method,Quantity Purchased,Product Code,Sales Representative
1/22/2024,Nancy,Parker,Male,Houston,11/19/1997,Mobile Payment,469,Pro04,Travis Doyle
6/10/2024,Ashley,Hernandez,Male,Chicago,11/18/1945,Cash,294,Pro04,Joseph Hill
5/9/2024,Stacey,Harvey,Male,Dallas,8/24/1997,Debit Card,484,Pro02,Tracy Lee
1/29/2024,Hunter,Hunter,Male,San Jose,12/14/1959,Cash,130,Pro08,Sara R.son
5/30/2024,Joshua,Morris,Male,Houston,5/13/1972,Cash,100,Pro10,Travis Doyle
4/6/2024,Emily,Whitaker,Male,San Antonio,10/8/1979,Credit Card,35,Pro09,Joseph Hill
2/28/2024,Mark,Hinton,Male,San Antonio,3/31/1948,Mobile Payment,315,Pro07,Joseph Hill
6/14/2024,Stacey,Salas,Male,Chicago,12/31/1960,Debit Card,463,Pro10,April Watkins
3/6/2024,Joseph,Young,Male,Philadelphia,1/26/1990,Debit Card,283,Pro07,Travis Doyle
5/15/2024,Crystal,Glover,Male,Los Angeles,1/7/1989,Credit Card,223,Pro02,Tracy Lee
1/4/2024,Jocelyn,Butler,Male,San Diego,5/2/1959,Cash,94,Pro07,Sara R.son
6/22/2024,Stephen,Cruz,Male,San Antonio,12/21/1953,Cash,369,Pro09,Travis Doyle
1/3/2024,Joel,Guerrero,Male,Philadelphia,3/20/1946,Cash,212,Pro09,Joseph Hill
3/16/2024,Michael,Payne,Male,Houston,11/20/2004,Cash,477,Pro01,Tracy Lee
5/10/2024,Anthony,Skinner,Male,San Jose,5/19/2001,Debit Card,432,Pro08,Sara R.son
7/26/2024,Kevin,Paul,Male,San Antonio,10/4/1963,Mobile Payment,262,Pro09,Travis Doyle
1/14/2024,Wendy,Mccullough,Male,Dallas,12/31/2001,Cash,16,Pro05,Joseph Hill
1/19/2024,Johnathan,Sharp,Male,San Diego,6/6/1963,Cash,175,Pro09,Joseph Hill
1/10/2024,John,Dominguez,Male,Chicago,11/28/1969,Mobile Payment,267,Pro08,April Watkins
1/30/2024,John,Lopez,Male,Chicago,6/30/1978,Debit Card,451,Pro08,Travis Doyle
5/1/2024,Christopher,Duncan,Male,New York,11/15/2003,Mobile Payment,136,Pro10,Tracy Lee
4/12/2024,Lori,Russell,Male,Phoenix,10/17/1948,Cash,435,Pro04,Sara R.son
7/28/2024,Joy,Cannon,Male,Houston,4/27/1977,Cash,32,Pro10,Travis Doyle
5/23/2024,Tara,Lewis,Male,Phoenix,1/8/2003,Mobile Payment,243,Pro09,Joseph Hill
6/1/2024,Jonathan,Christian,Male,Los Angeles,11/22/1951,Credit Card,84,Pro09,Tracy Lee
2/29/2024,Thomas,Mills,Male,Los Angeles,9/3/1997,Mobile Payment,423,Pro10,Sara R.son
5/21/2024,Courtney,Rogers,Male,San Diego,4/6/1992,Credit Card,424,Pro08,Travis Doyle
1/27/2024,Sandra,Williams,Male,San Jose,1/27/2001,Mobile Payment,217,Pro10,Joseph Hill
5/1/2024,Richard,Bowman,Male,New York,9/29/1960,Cash,240,Pro07,Joseph Hill
4/28/2024,Edgar,Ward,Male,San Diego,5/8/1958,Cash,352,Pro10,April Watkins
3/20/2024,Carolyn,Smith,Male,San Diego,1/20/1975,Mobile Payment,59,Pro02,Travis Doyle
2/1/2024,Nancy,Woods,Male,San Jose,8/26/1995,Debit Card,437,Pro09,Tracy Lee
7/20/2024,Amanda,Johns,Male,Los Angeles,9/21/1975,Credit Card,361,Pro01,Sara R.son
3/25/2024,Michael,Miller,Male,Phoenix,5/2/1998,Credit Card,203,Pro05,Travis Doyle
7/24/2024,David,Miller,Male,Houston,1/11/1962,Debit Card,111,Pro08,Joseph Hill
1/30/2024,Dalton,Cox,Male,San Antonio,2/7/1973,Mobile Payment,23,Pro06,Tracy Lee
4/7/2024,Lauren,Brown,Male,Dallas,5/26/1985,Mobile Payment,224,Pro04,Sara R.son
2/22/2024,Christopher,Ramirez,Male,New York,1/3/1986,Debit Card,271,Pro01,Travis Doyle
2/12/2024,Chelsea,White,Male,Philadelphia,6/12/1989,Cash,27,Pro04,Joseph Hill
2/13/2024,Louis,Rodriguez,Male,Philadelphia,2/2/1979,Debit Card,243,Pro08,Joseph Hill
5/6/2024,Amanda,Simon,Male,San Diego,3/8/2006,Mobile Payment,18,Pro09,April Watkins
3/11/2024,Brian,Gordon,Male,San Diego,1/26/1980,Cash,283,Pro09,Travis Doyle
3/18/2024,Courtney,Morales,Male,San Diego,1/13/1946,Credit Card,254,Pro09,Tracy Lee
3/17/2024,Danielle,Parker,Male,Dallas,10/14/2005,Credit Card,115,Pro03,Sara R.son
2/29/2024,Nicole,Carrillo,Male,San Diego,3/27/1999,Debit Card,415,Pro07,Travis Doyle
1/17/2024,Jacob,Atkins,Male,Dallas,11/14/1972,Mobile Payment,298,Pro02,Joseph Hill
7/22/2024,Adam,Anderson,Male,Philadelphia,6/27/1996,Cash,222,Pro04,Tracy Lee
1/31/2024,Stephen,Dudley,Male,San Jose,9/27/1990,Mobile Payment,196,Pro02,Sara R.son
5/28/2024,Cristian,Matthews,Male,New York,6/27/1962,Credit Card,356,Pro04,Travis Doyle
7/3/2024,Emma,Smith,Male,San Antonio,5/2/1964,Debit Card,48,Pro03,Joseph Hill
7/14/2024,Jonathan,Stewart,Male,Philadelphia,1/30/1968,Mobile Payment,56,Pro02,Joseph Hill
6/19/2024,James,Smith,Male,San Jose,12/1/1963,Debit Card,145,Pro07,April Watkins
7/26/2024,Lisa,Jones,Male,Chicago,9/5/1982,Debit Card,363,Pro10,Travis Doyle
7/14/2024,Norma,Gonzalez,Male,New York,6/3/1970,Credit Card,24,Pro04,Tracy Lee
3/20/2024,Steven,Gibson,Male,Philadelphia,12/16/1970,Debit Card,238,Pro09,Sara R.son
4/22/2024,Kevin,Ortiz,Male,San Diego,12/6/1953,Mobile Payment,419,Pro08,Travis Doyle
1/6/2024,Andrew,Lawrence,Male,San Antonio,10/23/1986,Mobile Payment,100,Pro03,Joseph Hill
4/5/2024,Heidi,Schroeder,Male,San Jose,11/9/1955,Credit Card,295,Pro07,Tracy Lee
5/12/2024,Timothy,Torres,Male,Dallas,7/14/1963,Credit Card,115,Pro05,Sara R.son
7/12/2024,Bailey,Alvarado,Male,Dallas,2/20/1994,Mobile Payment,305,Pro04,Travis Doyle
3/30/2024,Bryan,Thompson,Male,San Jose,8/21/1984,Debit Card,315,Pro07,Joseph Hill
3/3/2024,Paul,Williams,Male,San Antonio,8/15/1973,Credit Card,156,Pro09,Joseph Hill
5/11/2024,Jeremy,Kelley,Male,Philadelphia,7/23/1965,Debit Card,441,Pro08,April Watkins
4/8/2024,Jessica,Smith,Male,San Jose,7/12/2003,Credit Card,64,Pro02,Travis Doyle
7/31/2024,Ryan,Castro,Male,Philadelphia,8/3/1977,Cash,433,Pro03,Tracy Lee
4/21/2024,Timothy,Kelly,Male,San Diego,4/15/1982,Cash,466,Pro07,Sara R.son
7/9/2024,James,Myers,Male,Philadelphia,1/3/1954,Cash,289,Pro07,Travis Doyle
4/16/2024,Elizabeth,Singleton,Female,Los Angeles,11/21/1945,Cash,446,Pro07,Joseph Hill
1/12/2024,Johnathan,Lee,Male,Chicago,4/4/1993,Mobile Payment,412,Pro04,Tracy Lee
7/27/2024,Debbie,Clayton,Male,New York,10/7/1963,Mobile Payment,392,Pro05,Sara R.son
1/10/2024,Michelle,Brown,Male,San Jose,7/10/1951,Mobile Payment,430,Pro10,Travis Doyle
4/13/2024,Stephanie,Dorsey,Male,Houston,2/16/2002,Cash,409,Pro02,Joseph Hill
7/17/2024,Sarah,Boyle,Male,San Antonio,2/19/2003,Debit Card,425,Pro07,Joseph Hill
2/7/2024,Cody,Jones,Male,Philadelphia,9/7/1987,Mobile Payment,93,Pro07,April Watkins
2/24/2024,Timothy,Newton,Male,Chicago,11/17/1997,Cash,430,Pro06,Travis Doyle
6/20/2024,Melanie,Wallace,Male,Philadelphia,12/14/1997,Debit Card,35,Pro06,Tracy Lee
6/15/2024,Barbara,Martinez,Female,Los Angeles,8/3/1998,Credit Card,394,Pro02,Sara R.son
4/9/2024,Heidi,Compton,Male,New York,1/6/1944,Cash,374,Pro07,Travis Doyle
5/7/2024,Kimberly,Molina,Male,Philadelphia,4/18/1980,Mobile Payment,32,Pro04,Joseph Hill
2/5/2024,Jason,Buckley,Male,Chicago,8/7/1968,Debit Card,426,Pro06,Tracy Lee
2/17/2024,Abigail,Hernandez,Male,Philadelphia,6/25/1965,Mobile Payment,222,Pro07,Sara R.son
6/26/2024,Donna,Mcintyre,Male,Philadelphia,10/2/1991,Cash,356,Pro04,Travis Doyle
2/11/2024,Tina,Armstrong,Male,Philadelphia,7/5/1964,Credit Card,314,Pro08,Joseph Hill
6/21/2024,Holly,Holmes,Male,San Diego,9/27/1956,Debit Card,127,Pro09,Joseph Hill
3/13/2024,Julian,Sanchez,Male,San Jose,1/21/1951,Mobile Payment,393,Pro08,April Watkins
1/10/2024,Benjamin,Delacruz,Male,Phoenix,1/2/1951,Debit Card,176,Pro09,Travis Doyle
6/5/2024,Micheal,Gonzales,Male,New York,9/21/1958,Debit Card,418,Pro06,Tracy Lee
6/13/2024,Billy,West,Male,Dallas,9/2/1957,Credit Card,387,Pro02,Sara R.son
1/1/2024,Carla,Lynch,Male,San Diego,3/3/1977,Debit Card,298,Pro01,Travis Doyle
3/14/2024,Jonathon,Acosta,Male,San Diego,1/27/1958,Debit Card,319,Pro04,Joseph Hill
1/24/2024,Priscilla,Solis,Male,Chicago,2/21/1966,Mobile Payment,479,Pro09,Tracy Lee
2/5/2024,Anthony,Ford,Male,Houston,1/15/1962,Credit Card,298,Pro04,Sara R.son
3/17/2024,Keith,Bishop,Male,Dallas,6/11/2002,Debit Card,135,Pro05,Travis Doyle
7/7/2024,Charles,Wilson,Male,San Diego,8/30/1970,Debit Card,364,Pro06,Joseph Hill
3/24/2024,Chase,Stevenson,Male,San Diego,12/13/2003,Mobile Payment,403,Pro07,Joseph Hill
7/22/2024,Katie,Guerra,Male,Philadelphia,5/31/1957,Mobile Payment,290,Pro09,April Watkins
5/5/2024,Julie,Ramirez,Male,Houston,12/14/1966,Credit Card,388,Pro01,Travis Doyle
3/22/2024,Alex,Torres,Male,Phoenix,1/11/1985,Credit Card,78,Pro02,Tracy Lee
4/8/2024,Tara,Barton,Male,Dallas,12/3/1962,Cash,391,Pro02,Sara R.son
5/25/2024,John,Beard,Male,Phoenix,5/26/1984,Cash,318,Pro02,Travis Doyle
2/14/2024,Emily,Franklin,Male,Los Angeles,3/27/1955,Mobile Payment,330,Pro01,Joseph Hill
1/25/2024,Jason,Perkins,Male,Los Angeles,8/25/1981,Debit Card,22,Pro06,Tracy Lee
6/26/2024,Laura,Boyd,Male,San Antonio,10/29/1984,Cash,35,Pro02,Sara R.son
4/28/2024,Ashley,Duncan,Male,Philadelphia,5/12/1959,Debit Card,161,Pro09,Travis Doyle
6/26/2024,Donna,Parker,Male,San Diego,12/27/1992,Debit Card,224,Pro10,Joseph Hill
3/12/2024,John,Foster,Male,Philadelphia,7/10/1987,Debit Card,191,Pro10,Joseph Hill
5/22/2024,James,Rodriguez,Male,Houston,6/19/1947,Cash,28,Pro09,April Watkins
2/7/2024,Chris,Campbell,Male,Chicago,6/6/1981,Mobile Payment,450,Pro06,Travis Doyle
7/6/2024,Samantha,Lucas,Male,San Jose,8/24/1968,Credit Card,112,Pro04,Tracy Lee
3/7/2024,Jamie,Patrick,Male,Dallas,3/26/1951,Mobile Payment,434,Pro05,Sara R.son
7/11/2024,Denise,Wong,Male,Los Angeles,2/11/1997,Mobile Payment,287,Pro10,Travis Doyle
1/2/2024,Benjamin,Cox,Male,Los Angeles,7/25/1962,Debit Card,76,Pro07,Joseph Hill
5/26/2024,Evelyn,Johnson,Male,Phoenix,5/31/1953,Mobile Payment,417,Pro03,Tracy Lee
1/28/2024,Gina,Blake,Male,San Jose,10/26/1977,Mobile Payment,318,Pro03,Sara R.son
4/7/2024,Heather,Myers,Male,Phoenix,4/23/1978,Mobile Payment,202,Pro04,Travis Doyle
3/10/2024,Vanessa,Pena,Male,San Antonio,7/22/1980,Cash,400,Pro10,Joseph Hill
6/22/2024,Scott,Fuentes,Male,Los Angeles,3/28/2006,Mobile Payment,292,Pro10,Joseph Hill
5/1/2024,Stephen,Branch,Male,Houston,8/21/2002,Credit Card,316,Pro03,April Watkins
4/14/2024,Brandi,Martinez,Male,Chicago,8/3/1973,Mobile Payment,178,Pro05,Travis Doyle
4/20/2024,Micheal,Whitaker,Male,Dallas,9/6/1943,Debit Card,184,Pro02,Tracy Lee
7/27/2024,Alan,Carpenter,Male,Phoenix,2/18/1956,Mobile Payment,170,Pro08,Sara R.son
5/24/2024,Jerry,Woods,Male,San Diego,5/18/1970,Mobile Payment,113,Pro03,Travis Doyle
2/3/2024,Nicole,Barry,Male,San Antonio,7/7/1944,Mobile Payment,145,Pro04,Joseph Hill
5/25/2024,Emma,Graham,Male,San Antonio,4/26/1962,Mobile Payment,106,Pro06,Tracy Lee
5/19/2024,Sabrina,Brown,Male,San Jose,6/9/1964,Cash,89,Pro02,Sara R.son
2/28/2024,Sherry,Walton,Male,Philadelphia,1/24/1963,Credit Card,211,Pro10,Travis Doyle
4/2/2024,Jason,Price,Male,San Antonio,7/16/2000,Debit Card,110,Pro02,Joseph Hill
3/18/2024,Terrance,Buckley,Male,Los Angeles,2/21/1985,Debit Card,172,Pro06,Joseph Hill
1/27/2024,Mark,Sanchez,Male,San Antonio,3/13/2000,Debit Card,303,Pro06,April Watkins
5/19/2024,Michael,Allen,Male,Dallas,1/1/1997,Debit Card,145,Pro08,Travis Doyle
2/27/2024,Louis,Guzman,Male,San Jose,2/3/1966,Debit Card,76,Pro07,Tracy Lee
5/31/2024,Benjamin,Martin,Male,San Jose,4/19/1992,Cash,260,Pro01,Sara R.son
7/6/2024,Sarah,Joseph,Male,Dallas,12/12/1963,Mobile Payment,380,Pro04,Travis Doyle
7/28/2024,Benjamin,Smith,Male,San Diego,7/31/1989,Mobile Payment,43,Pro04,Joseph Hill
5/9/2024,Gabriela,Leonard,Male,Chicago,2/27/1972,Credit Card,297,Pro04,Tracy Lee
2/23/2024,Brian,Butler,Male,San Jose,8/2/1976,Debit Card,32,Pro02,Sara R.son
7/8/2024,Mary,Ellis,Female,Dallas,7/12/1986,Credit Card,70,Pro06,Travis Doyle
6/2/2024,James,Wilson,Male,Dallas,1/16/1970,Debit Card,191,Pro08,Joseph Hill
5/1/2024,Stacey,Irwin,Male,Phoenix,1/3/1979,Cash,376,Pro09,Joseph Hill
1/31/2024,Brittney,Martin,Male,San Diego,9/17/1963,Cash,153,Pro08,April Watkins
6/9/2024,Wendy,Ellison,Male,Philadelphia,8/2/1947,Credit Card,178,Pro06,Travis Doyle
5/10/2024,Jared,Barron,Male,Philadelphia,6/19/1992,Debit Card,234,Pro08,Tracy Lee
1/15/2024,Kelly,Pena,Male,San Diego,5/9/2002,Mobile Payment,208,Pro08,Sara R.son
5/23/2024,Angela,Cooper,Male,San Antonio,6/20/1969,Debit Card,488,Pro06,Travis Doyle
7/18/2024,Kaylee,Palmer,Male,Philadelphia,11/21/1977,Debit Card,421,Pro07,Joseph Hill
5/3/2024,Rebecca,Zimmerman,Male,Philadelphia,2/3/1947,Mobile Payment,171,Pro09,Tracy Lee
5/27/2024,Richard,Page,Male,San Jose,4/18/1946,Cash,198,Pro05,Sara R.son
1/22/2024,Shannon,Miller,Male,Houston,9/13/1967,Debit Card,65,Pro06,Travis Doyle
6/7/2024,Timothy,Reed,Male,Phoenix,1/29/1991,Debit Card,179,Pro10,Joseph Hill
3/14/2024,Lynn,Morris,Male,Houston,2/3/1980,Cash,157,Pro06,Joseph Hill
3/19/2024,Jenna,Rivera,Male,San Diego,3/28/1964,Mobile Payment,458,Pro03,April Watkins
2/7/2024,Oscar,Stewart,Male,Dallas,8/17/1965,Credit Card,441,Pro01,Travis Doyle
5/13/2024,Julie,Medina,Male,San Antonio,11/12/1989,Credit Card,280,Pro10,Tracy Lee
5/24/2024,Jenna,Robles,Male,San Diego,5/26/1945,Mobile Payment,43,Pro02,Sara R.son
1/17/2024,Jay,Martin,Male,Dallas,10/1/1980,Mobile Payment,92,Pro04,Travis Doyle
7/30/2024,Daniel,Leon,Male,Chicago,1/17/1970,Credit Card,443,Pro05,Joseph Hill
1/20/2024,Carolyn,Taylor,Male,Los Angeles,6/24/2001,Mobile Payment,281,Pro10,Tracy Lee
2/1/2024,Melvin,Franklin,Male,Phoenix,2/27/1984,Mobile Payment,36,Pro06,Sara R.son
6/15/2024,Scott,Ball,Male,Houston,9/12/1984,Cash,313,Pro05,Travis Doyle
6/28/2024,Ann,Boyle,Male,Houston,3/13/1977,Mobile Payment,112,Pro09,Joseph Hill
1/11/2024,Amanda,Mendez,Male,San Jose,3/12/1991,Credit Card,83,Pro10,Joseph Hill
6/9/2024,Nicholas,Cole,Male,San Antonio,5/5/1952,Credit Card,275,Pro01,April Watkins
4/22/2024,Heather,Williams,Male,Los Angeles,1/3/1997,Mobile Payment,195,Pro01,Travis Doyle
3/15/2024,Brandon,Smith,Male,New York,3/13/2006,Mobile Payment,188,Pro08,Tracy Lee
3/1/2024,Johnathan,Mccall,Male,Phoenix,7/27/1944,Debit Card,472,Pro05,Sara R.son
7/24/2024,Lisa,Hansen,Male,New York,10/27/1961,Cash,395,Pro01,Travis Doyle
6/1/2024,Vanessa,Jones,Male,San Jose,11/9/1965,Cash,156,Pro02,Joseph Hill
5/9/2024,R.,Freeman,Male,New York,10/11/1965,Mobile Payment,35,Pro05,Tracy Lee
6/25/2024,Daniel,Spence,Male,Dallas,4/20/1996,Mobile Payment,495,Pro03,Sara R.son
1/13/2024,Steven,Parks,Male,San Diego,3/28/1951,Cash,217,Pro08,Travis Doyle
1/5/2024,Brian,Jones,Male,Phoenix,11/5/1990,Debit Card,481,Pro06,Joseph Hill
2/28/2024,Steven,Choi,Male,Dallas,7/1/1946,Debit Card,215,Pro03,Joseph Hill
4/25/2024,Jeremy,Shepherd,Male,Los Angeles,10/3/1987,Cash,11,Pro03,April Watkins
4/7/2024,Alfred,Fletcher,Male,Dallas,5/24/1989,Credit Card,68,Pro04,Travis Doyle
4/22/2024,Mary,Smith,Female,New York,11/13/1982,Credit Card,33,Pro05,Tracy Lee
3/3/2024,Marie,Maldonado,Male,Los Angeles,1/12/1989,Mobile Payment,149,Pro01,Sara R.son
2/3/2024,Joseph,Long,Male,San Antonio,6/22/1990,Debit Card,172,Pro02,Travis Doyle
4/13/2024,Hannah,Duran,Male,Dallas,6/28/1970,Cash,469,Pro01,Joseph Hill
5/19/2024,Joseph,Morris,Male,Dallas,12/18/1989,Credit Card,140,Pro01,Tracy Lee
7/28/2024,Jessica,Young,Male,San Jose,8/10/1953,Cash,274,Pro09,Sara R.son
6/29/2024,Cassidy,Martin,Male,San Antonio,10/5/1984,Debit Card,67,Pro06,Travis Doyle
5/28/2024,Sean,Murillo,Male,San Antonio,9/17/1962,Mobile Payment,356,Pro10,Joseph Hill
2/18/2024,Victoria,Sharp,Male,Los Angeles,12/6/1955,Cash,489,Pro02,Joseph Hill
6/25/2024,Jared,Roberson,Male,Philadelphia,10/15/1984,Mobile Payment,443,Pro08,April Watkins
4/1/2024,Michael,Matthews,Male,San Diego,11/26/1959,Debit Card,474,Pro05,Travis Doyle
2/15/2024,Jennifer,Bell,Female,Chicago,8/8/1966,Debit Card,189,Pro05,Tracy Lee
4/11/2024,Brian,Parks,Male,Houston,1/11/1994,Mobile Payment,12,Pro05,Sara R.son
2/10/2024,Brian,Douglas,Male,San Antonio,2/25/1996,Cash,300,Pro08,Travis Doyle
4/22/2024,Derrick,Hoffman,Male,Philadelphia,7/22/1970,Mobile Payment,484,Pro01,Joseph Hill
1/24/2024,Albert,Weiss,Male,Dallas,10/2/1981,Credit Card,491,Pro03,Tracy Lee
1/15/2024,Aaron,Richardson,Male,New York,7/16/1945,Debit Card,14,Pro09,Sara R.son
4/16/2024,Robin,Ramirez,Male,Dallas,12/20/1969,Debit Card,329,Pro04,Travis Doyle
4/11/2024,Katherine,Reed,Male,Dallas,9/7/2004,Mobile Payment,234,Pro03,Joseph Hill
1/8/2024,Wesley,Ross,Male,Philadelphia,10/20/1988,Mobile Payment,92,Pro04,Joseph Hill
2/15/2024,Rebekah,Martinez,Male,Phoenix,6/25/1984,Cash,475,Pro04,April Watkins
1/11/2024,Katrina,Foster,Male,Chicago,12/1/1956,Mobile Payment,447,Pro06,Travis Doyle
4/6/2024,Jesse,Dunn,Male,San Jose,1/10/1963,Cash,298,Pro10,Tracy Lee
6/2/2024,Sean,Mays,Male,New York,6/30/1992,Credit Card,142,Pro03,Sara R.son
1/6/2024,Patricia,Patterson,Male,Los Angeles,9/27/1979,Cash,387,Pro03,Travis Doyle
7/19/2024,Steven,Diaz,Male,San Antonio,4/23/1993,Mobile Payment,214,Pro01,Joseph Hill
3/14/2024,Benjamin,Holmes,Male,San Jose,7/16/1992,Debit Card,202,Pro04,Tracy Lee
1/29/2024,Thomas,Buchanan,Male,Houston,1/2/1959,Debit Card,260,Pro02,Sara R.son
5/9/2024,Jacob,West,Male,Houston,12/23/1987,Cash,414,Pro06,Travis Doyle
7/4/2024,Amy,Gibson,Male,Chicago,1/2/1960,Credit Card,316,Pro09,Joseph Hill
3/16/2024,Julie,Knox,Male,New York,4/17/1995,Mobile Payment,125,Pro02,Joseph Hill
2/20/2024,Cynthia,Patterson,Male,Houston,5/9/1972,Credit Card,463,Pro10,April Watkins
1/27/2024,Renee,Petty,Male,San Diego,8/12/1948,Debit Card,218,Pro06,Travis Doyle
5/25/2024,Matthew,Patterson,Male,Phoenix,12/25/2003,Debit Card,269,Pro07,Tracy Lee
5/13/2024,Kelly,Martinez,Male,San Jose,5/27/1947,Mobile Payment,477,Pro08,Sara R.son
2/1/2024,Gary,Mills,Male,Dallas,2/3/1969,Credit Card,36,Pro04,Travis Doyle
3/2/2024,Kevin,Foster,Male,Philadelphia,7/4/2005,Cash,409,Pro01,Joseph Hill
5/16/2024,Nicholas,Friedman,Male,Chicago,9/24/1992,Cash,342,Pro08,Tracy Lee
7/23/2024,Brandon,Craig,Male,Los Angeles,8/28/1965,Debit Card,233,Pro02,Sara R.son
4/21/2024,Barbara,Austin,Female,New York,12/30/1967,Credit Card,326,Pro06,Travis Doyle
2/1/2024,Micheal,Carrillo,Male,Chicago,12/11/1991,Debit Card,254,Pro05,Joseph Hill
1/7/2024,Hailey,Brown,Male,Chicago,3/7/1944,Cash,249,Pro09,Joseph Hill
3/28/2024,Karen,Reyes,Male,San Diego,12/16/1962,Mobile Payment,79,Pro04,April Watkins
5/15/2024,Karen,Smith,Male,Los Angeles,3/7/1974,Cash,28,Pro05,Travis Doyle
5/3/2024,Melissa,West,Male,Houston,6/13/1957,Cash,380,Pro06,Tracy Lee
4/19/2024,Diana,Solomon,Male,Phoenix,1/25/1948,Mobile Payment,412,Pro03,Sara R.son
1/11/2024,Jessica,Gonzalez,Male,Los Angeles,3/26/1958,Debit Card,14,Pro03,Travis Doyle
6/8/2024,Emily,Weaver,Male,San Diego,6/23/1982,Cash,421,Pro02,Joseph Hill
4/5/2024,Monica,Foster,Male,Philadelphia,9/21/1959,Cash,495,Pro09,Tracy Lee
3/1/2024,Michael,Powell,Male,Phoenix,6/24/1972,Cash,341,Pro05,Sara R.son
1/16/2024,Tyler,Garrison,Male,Phoenix,9/28/1949,Credit Card,452,Pro09,Travis Doyle
4/12/2024,Katherine,Foster,Male,San Diego,5/6/1948,Credit Card,449,Pro01,Joseph Hill
4/30/2024,Amber,Casey,Male,Chicago,9/21/1997,Cash,162,Pro07,Joseph Hill
4/29/2024,Nancy,Sanders,Male,San Diego,6/10/1948,Cash,11,Pro09,April Watkins
5/24/2024,Richard,Savage,Male,Philadelphia,6/13/1970,Debit Card,188,Pro10,Travis Doyle
6/5/2024,Carol,Williams,Male,Dallas,7/6/1986,Cash,262,Pro01,Tracy Lee
4/8/2024,Nathan,Jackson,Male,Los Angeles,8/18/1948,Cash,418,Pro05,Sara R.son
7/17/2024,Megan,Bean,Male,Dallas,6/13/1986,Credit Card,444,Pro09,Travis Doyle
3/30/2024,Kurt,Thomas,Male,Dallas,11/10/2005,Credit Card,84,Pro10,Joseph Hill
5/18/2024,Anne,Wells,Male,New York,11/22/1976,Credit Card,446,Pro03,Tracy Lee
4/20/2024,William,Rice,Male,Phoenix,12/25/1996,Debit Card,58,Pro08,Sara R.son
6/7/2024,Hannah,Nelson,Male,Los Angeles,9/3/2004,Cash,332,Pro08,Travis Doyle
4/3/2024,Andres,Mahoney,Male,Houston,10/13/1986,Credit Card,152,Pro05,Joseph Hill
3/29/2024,Brianna,Smith,Male,New York,11/17/1960,Debit Card,392,Pro09,Joseph Hill
1/15/2024,Joseph,Sullivan,Male,San Jose,5/6/1979,Cash,340,Pro05,April Watkins
1/7/2024,Brittney,Diaz,Male,New York,11/23/2005,Mobile Payment,418,Pro08,Travis Doyle
5/30/2024,Nicholas,Clark,Male,Philadelphia,5/28/1971,Cash,13,Pro07,Tracy Lee
2/12/2024,Matthew,Williams,Male,San Jose,6/3/1998,Credit Card,490,Pro06,Sara R.son
7/28/2024,Michael,Wright,Male,Los Angeles,1/31/1985,Cash,285,Pro06,Travis Doyle
5/5/2024,Jeremy,Mclaughlin,Male,New York,7/25/1972,Mobile Payment,157,Pro01,Joseph Hill
7/5/2024,Gary,Reyes,Male,San Jose,11/11/1969,Debit Card,325,Pro01,Tracy Lee
2/10/2024,Gerald,Garcia,Male,Chicago,9/25/1961,Credit Card,403,Pro02,Sara R.son
2/9/2024,Craig,Brown,Male,Dallas,5/3/2001,Mobile Payment,135,Pro02,Travis Doyle
7/23/2024,Michael,Sutton,Male,Phoenix,8/4/1965,Mobile Payment,73,Pro06,Joseph Hill
4/6/2024,Angela,Cross,Male,Chicago,10/5/1985,Cash,275,Pro02,Joseph Hill
4/4/2024,Bradley,Finley,Male,New York,4/7/1980,Mobile Payment,308,Pro08,April Watkins
3/21/2024,Michelle,Young,Male,Los Angeles,9/2/2003,Cash,226,Pro10,Travis Doyle
1/26/2024,Kevin,Williams,Male,Dallas,12/28/1989,Mobile Payment,449,Pro08,Tracy Lee
1/18/2024,Alyssa,Morgan,Male,San Diego,11/26/1977,Credit Card,144,Pro10,Sara R.son
6/6/2024,Ashley,Fisher,Male,San Jose,7/21/1977,Cash,119,Pro02,Travis Doyle
5/26/2024,Rachel,Curry,Male,San Jose,4/24/1991,Credit Card,79,Pro08,Joseph Hill
4/19/2024,Nancy,Russell,Male,San Antonio,9/10/1973,Debit Card,292,Pro10,Tracy Lee
1/23/2024,Vanessa,Murphy,Male,Los Angeles,10/10/1985,Debit Card,462,Pro05,Sara R.son
2/28/2024,Melissa,Mitchell,Male,Dallas,4/8/1985,Credit Card,101,Pro07,Travis Doyle
7/12/2024,Kurt,Simpson,Male,Phoenix,10/13/2005,Credit Card,118,Pro06,Joseph Hill
2/22/2024,Connor,Lopez,Male,San Diego,11/9/2005,Cash,154,Pro02,Joseph Hill
7/15/2024,Shawn,Price,Male,San Antonio,11/27/1986,Mobile Payment,339,Pro03,April Watkins
6/23/2024,Marissa,Stuart,Male,Los Angeles,7/8/1987,Debit Card,375,Pro02,Travis Doyle
1/26/2024,Christopher,Mccoy,Male,San Antonio,12/31/1951,Credit Card,231,Pro04,Tracy Lee
5/9/2024,Robin,Lucas,Male,San Diego,4/14/1946,Credit Card,219,Pro07,Sara R.son
3/4/2024,Justin,Jones,Male,New York,11/24/1995,Mobile Payment,336,Pro03,Travis Doyle
